employee_id,date,first_name,last_name,gender,dob,headcount_flag,leavers_flag,termination_date,joiners_flag,voluntary_leavers_flag,involuntary_leavers_flag,department,work_location_country,work_location_city,seniority_level,performance_rating,behaviour_rating,ethnicity
15-6554272,7/21/2022,Dina,Molen,Female,4/8/1986,1,0,,1,0,0,Sales,Philippines,Buenlag,7,Outstanding,Exceeds Expectations,Indian
78-1492429,8/14/2022,Heall,Tapson,Male,3/21/1950,1,0,,0,0,0,Research and Development,Lithuania,Skuodas,7,Meets Expectations,Meets Expectations,Bangladeshi
03-5712295,4/14/2019,Upton,Birrel,Male,2/9/1957,1,0,,0,0,0,Engineering,Portugal,Oliveiras,4,Exceeds Expectations,Exceeds Expectations,African
86-2421264,5/10/2022,Skyler,Mcasparan,Male,3/17/1991,1,0,,0,0,0,Legal,France,Caen,5,Exceeds Expectations,Outstanding,White
30-9962522,7/29/2019,Bar,McHan,Male,8/31/1991,1,0,,0,0,0,Sales,France,Caluire-et-Cuire,7,Meets Expectations,Needs Improvement,White 
11-5139010,4/21/2022,Aubine,Farnie,Female,11/15/1957,1,0,,0,0,0,Business Development,Sweden,Skövde,9,Exceeds Expectations,Exceeds Expectations,White
01-1850502,11/8/2020,Barbie,Cruddas,Female,11/18/1956,1,0,,1,0,0,Research and Development,Indonesia,Babat,9,Needs Improvement,Outstanding,Chinese
46-2463957,7/17/2019,Mickey,Milmo,Male,6/18/1980,1,0,,0,0,0,Sales,Canada,Mont-Laurier,1,Exceeds Expectations,Meets Expectations,Pakistani
05-9432031,9/8/2020,Mitch,Sowden,Male,12/13/1999,1,0,,1,0,0,Sales,Russia,Syntul,6,Needs Improvement,Unacceptable,White
40-8358616,10/7/2019,Derrick,Camm,Male,7/5/1992,1,0,,1,0,0,Legal,China,Lintingkou,9,Exceeds Expectations,Exceeds Expectations,Indian
62-6804030,4/5/2020,Elisha,Crumpe,Male,12/2/1981,1,0,,1,0,0,Business Development,Iran,Fareydūnshahr,2,Meets Expectations,Meets Expectations,Pakistani
36-1433735,11/2/2021,Kimmy,Veighey,Female,8/6/1986,1,1,8/2/2019,0,0,1,Research and Development,Belarus,Slutsk,4,Needs Improvement,Exceeds Expectations,Bangladeshi
22-6823608,1/30/2020,Brianna,O'Noland,Female,5/6/1995,1,0,,0,0,0,Legal,Kuwait,Al Farwānīyah,5,Exceeds Expectations,Meets Expectations,Chinese
05-9835419,9/2/2021,Renard,Martel,Non-binary,11/12/1972,1,0,,0,0,0,Engineering,Peru,Caballococha,3,Needs Improvement,Exceeds Expectations,African
43-0976353,2/28/2019,Ernie,McClounan,Male,10/6/1956,1,1,3/25/2019,0,0,1,Marketing,Indonesia,Sukasari,5,Meets Expectations,Meets Expectations,Caribbean
47-6965894,11/27/2021,Giuseppe,Denyer,Male,11/17/1960,1,1,6/4/2021,0,0,1,Product Management,Sweden,Skutskär,9,Needs Improvement,Exceeds Expectations,White
03-1133981,1/4/2020,Glen,Petrushkevich,Male,11/13/1999,1,0,,0,0,0,Services,Russia,Vyazniki,10,Exceeds Expectations,Meets Expectations,Arab
36-7165504,3/15/2022,Cristal,Augustine,Bigender,3/27/1956,1,0,,0,0,0,Accounting,China,Hongtu,8,Unacceptable,Exceeds Expectations,Irish
60-4719991,8/28/2020,Merilee,Orbon,Female,5/10/1981,1,0,,0,0,0,Sales,Indonesia,Pasuruan,2,Meets Expectations,Needs Improvement,African
46-8986635,10/10/2021,Teodoro,Bread,Male,2/2/1962,1,0,,1,0,0,Accounting,Czech Republic,Topolná,7,Outstanding,Meets Expectations,Arab
80-3618212,9/24/2020,Tisha,Tesauro,Female,8/8/1960,1,0,,1,0,0,Business Development,China,Dartang,5,Meets Expectations,Exceeds Expectations,Indian
54-2135833,6/25/2019,Irita,Baldocci,Female,9/30/1989,1,0,,0,0,0,Marketing,Philippines,Inicbulan,2,Needs Improvement,Outstanding,Bangladeshi
29-9587332,4/15/2021,Annaliese,Romer,Female,5/18/1954,1,0,,1,0,0,Research and Development,Mexico,El Cerrito,3,Needs Improvement,Meets Expectations,African
31-6182822,10/20/2021,Simona,Bortolozzi,Female,1/2/1990,1,0,,0,0,0,Product Management,Indonesia,Pledo,6,Unacceptable,Unacceptable,White
71-4072222,9/5/2021,Cherianne,Vesty,Female,10/12/1973,1,0,,1,0,0,Legal,Indonesia,Kertasari,7,Exceeds Expectations,Meets Expectations,White 
89-9579679,11/3/2020,Cass,Siret,Male,11/16/1970,1,0,,1,0,0,Engineering,Russia,Borisovka,4,Unacceptable,Unacceptable,White
56-4770586,4/22/2019,Cathy,Mayman,Female,1/11/1976,1,0,,0,0,0,Business Development,Palestinian Territory,Al ‘Awjā,7,Needs Improvement,Unacceptable,Chinese
32-6936960,1/30/2020,Haydon,Lewins,Male,10/9/1959,1,0,,0,0,0,Sales,Ukraine,Lopatyn,2,Outstanding,Outstanding,Pakistani
41-2675315,4/6/2022,Claudie,Basden,Male,9/4/1987,1,0,,1,0,0,Engineering,Philippines,Tajao,3,Meets Expectations,Meets Expectations,White
17-6168456,3/25/2021,Amy,Sommerville,Non-binary,8/24/1969,1,0,,0,0,0,Business Development,Portugal,Várzea da Serra,8,Unacceptable,Needs Improvement,Indian
98-1110339,1/15/2022,Travis,Payley,Male,10/4/1999,1,0,,1,0,0,Marketing,China,Qufu,5,Needs Improvement,Exceeds Expectations,Pakistani
21-6083499,1/18/2021,Keri,Leggitt,Genderfluid,10/1/2002,1,0,,1,0,0,Engineering,Japan,Gifu-shi,6,Exceeds Expectations,Exceeds Expectations,Bangladeshi
84-5285627,8/18/2021,Luis,Santorini,Male,12/25/1961,1,1,1/19/2022,0,0,1,Product Management,Indonesia,Cikadu,10,Exceeds Expectations,Meets Expectations,Chinese
17-9618702,3/21/2020,Torrie,Redwall,Polygender,6/1/1974,1,0,,1,0,0,Research and Development,China,Maofan,7,Needs Improvement,Meets Expectations,African
43-2993659,11/23/2020,Armstrong,Spinks,Female,10/13/1967,1,1,9/6/2020,0,0,1,Legal,Vietnam,Tân Trụ,4,Needs Improvement,Unacceptable,Caribbean
82-2978338,7/17/2022,Zeke,Carriage,Female,7/31/1953,1,0,,1,0,0,Legal,Kazakhstan,Burunday,3,Outstanding,Exceeds Expectations,White
36-6944764,6/6/2022,Melloney,O'Heaney,Female,3/20/1968,1,0,,1,0,0,Human Resources,China,Beihe,8,Needs Improvement,Needs Improvement,Arab
80-6922086,2/6/2021,Kassandra,Pamplin,Female,5/4/1960,1,0,,0,0,0,Product Management,China,Changfu,9,Unacceptable,Outstanding,Irish
20-2821629,7/6/2019,Christoper,Zamudio,Male,9/7/1954,1,0,,1,0,0,Training,China,Mali,8,Unacceptable,Outstanding,African
17-3616879,6/17/2022,Jolyn,Dicke,Female,8/20/1971,1,0,,1,0,0,Accounting,Poland,Zubrzyca Dolna,5,Exceeds Expectations,Outstanding,Arab
77-0446254,5/13/2021,Whitney,Calow,Agender,7/2/1979,1,0,,1,0,0,Support,Peru,Condoroma,7,Meets Expectations,Outstanding,Indian
44-3467171,7/21/2019,Murdoch,Crush,Male,12/21/1983,1,0,,0,0,0,Human Resources,Indonesia,Bulubrangsi,4,Unacceptable,Outstanding,Bangladeshi
64-8992704,4/15/2020,Lanna,De Ferraris,Female,3/31/1957,1,0,,1,0,0,Legal,Philippines,Marantao,10,Needs Improvement,Exceeds Expectations,African
05-4407482,7/5/2022,Stevena,Speaks,Female,5/1/1981,1,1,1/28/2022,1,1,0,Human Resources,Guatemala,San Andrés Xecul,2,Unacceptable,Exceeds Expectations,White
33-2200389,1/31/2022,Rica,Cathrae,Female,10/26/1998,1,0,,1,0,0,Services,Dominican Republic,Duvergé,7,Needs Improvement,Outstanding,White 
26-9645912,9/24/2021,Amory,Burness,Male,11/30/1990,1,0,,1,0,0,Services,Poland,Jabłonica Polska,7,Meets Expectations,Needs Improvement,White
10-6861234,5/15/2022,Dorine,Mouatt,Female,11/8/1990,1,0,,1,0,0,Human Resources,Russia,Podkamennaya Tunguska,6,Meets Expectations,Meets Expectations,Chinese
61-2663946,4/21/2020,Dalt,Seeking,Male,8/23/1978,1,1,1/18/2020,0,0,1,Legal,Venezuela,Santa María de Ipire,4,Meets Expectations,Meets Expectations,Pakistani
47-5527519,7/8/2020,Astra,Toun,Female,8/14/1991,1,0,,0,0,0,Legal,Ukraine,Zhovkva,1,Outstanding,Outstanding,White
43-4988885,7/4/2019,Laurianne,Jeannin,Female,3/24/1973,1,0,,1,0,0,Training,Belgium,Mons,2,Exceeds Expectations,Needs Improvement,Indian
34-7804810,7/14/2019,Kaylil,Pettett,Non-binary,2/6/1974,1,0,,1,0,0,Sales,Japan,Komatsushimachō,9,Unacceptable,Meets Expectations,Pakistani
38-0690081,1/5/2019,Babette,Pottberry,Female,8/15/1959,1,0,,0,0,0,Legal,China,Beigang,1,Unacceptable,Outstanding,Bangladeshi
17-2249895,12/21/2021,Nataline,Kelwick,Female,11/6/1970,1,0,,0,0,0,Accounting,Netherlands,Hellevoetsluis,10,Meets Expectations,Needs Improvement,Chinese
62-8616753,7/30/2019,Rebbecca,Dreamer,Female,9/28/1997,1,0,,1,0,0,Legal,Argentina,Maipú,8,Needs Improvement,Exceeds Expectations,African
61-4288621,10/27/2021,Antonella,Shippard,Female,12/26/1975,1,0,,1,0,0,Sales,North Korea,Kapsan-ŭp,1,Outstanding,Meets Expectations,Caribbean
18-2794535,7/10/2021,Erna,Borrows,Female,12/9/1989,1,0,,0,0,0,Sales,Russia,Kirovsk,9,Needs Improvement,Unacceptable,White
37-1209876,7/5/2021,Erina,Greensides,Female,4/7/1966,1,0,,1,0,0,Product Management,Argentina,Nueve de Julio,8,Needs Improvement,Meets Expectations,Arab
92-1354378,2/22/2021,Isidora,Kilsby,Female,7/3/1973,1,0,,1,0,0,Engineering,Sweden,Åby,8,Meets Expectations,Meets Expectations,Irish
12-1038611,11/3/2020,Melisenda,Kippling,Female,9/6/1966,1,0,,0,0,0,Research and Development,Brazil,Vila Velha,7,Exceeds Expectations,Meets Expectations,African
53-7936201,9/9/2019,Hilarius,Bellefant,Male,3/29/1957,1,0,,0,0,0,Training,Costa Rica,Ipís,2,Exceeds Expectations,Outstanding,Arab
20-7706952,4/8/2021,Cosmo,Shillington,Male,6/25/2002,1,0,,0,0,0,Research and Development,Palestinian Territory,Kafr ad Dīk,8,Outstanding,Unacceptable,Indian
83-3063525,8/20/2020,Lyssa,Mitchely,Female,5/30/1968,1,1,12/22/2021,0,1,0,Training,Poland,Kamieniec,10,Exceeds Expectations,Needs Improvement,Bangladeshi
10-8806835,3/31/2020,Gizela,Gullifant,Female,6/20/1999,1,0,,1,0,0,Training,China,Shuangwang,7,Exceeds Expectations,Meets Expectations,African
59-5979365,6/9/2022,Bill,Tortice,Male,10/22/1985,1,0,,0,0,0,Human Resources,Portugal,Silvares,5,Outstanding,Exceeds Expectations,White
43-8673954,7/28/2019,Jeremy,Burniston,Male,7/11/1994,1,0,,1,0,0,Human Resources,Poland,Krzczonów,7,Outstanding,Unacceptable,White 
65-8970773,11/23/2019,Storm,Deverale,Female,6/29/1973,1,0,,0,0,0,Accounting,China,Hengli,6,Meets Expectations,Needs Improvement,White
73-9801687,8/2/2019,Arleyne,Elsop,Female,10/26/2000,1,0,,0,0,0,Research and Development,China,Jingpeng,4,Outstanding,Unacceptable,Chinese
75-8125567,11/28/2019,Antoni,Agglio,Male,7/25/1983,1,1,1/4/2021,1,0,1,Business Development,Armenia,Sarukhan,1,Unacceptable,Unacceptable,Pakistani
91-3212180,3/11/2020,Betsey,Gristhwaite,Female,3/17/1961,1,1,3/13/2020,0,0,1,Research and Development,Mongolia,Tsagaan-Olom,10,Exceeds Expectations,Outstanding,White
93-4785326,12/16/2020,Roma,McGiff,Male,12/22/1973,1,0,,0,0,0,Accounting,China,Nanyang,7,Outstanding,Meets Expectations,Indian
74-3297891,9/10/2021,Fairleigh,Manoch,Male,12/13/1987,1,0,,0,0,0,Marketing,Albania,Krutja e Poshtme,4,Exceeds Expectations,Needs Improvement,Pakistani
84-6738503,8/24/2020,Guthry,Chattock,Male,5/17/1974,1,0,,1,0,0,Engineering,China,Shangdu,1,Exceeds Expectations,Exceeds Expectations,Bangladeshi
89-0658944,11/13/2021,Stephi,Pepperd,Bigender,10/13/1974,1,0,,0,0,0,Engineering,Argentina,General José de San Martín,3,Unacceptable,Meets Expectations,Chinese
38-6821999,9/17/2019,Eleni,Strangman,Female,4/20/1950,1,0,,1,0,0,Accounting,China,Shanshu,3,Needs Improvement,Exceeds Expectations,African
08-4906698,9/12/2022,Bernadene,Archley,Female,12/27/1967,1,0,,0,0,0,Sales,Croatia,Njivice,9,Unacceptable,Exceeds Expectations,Caribbean
24-7726493,12/24/2021,Maudie,Tackes,Female,2/12/1970,1,0,,0,0,0,Legal,China,Xihuaiba,6,Exceeds Expectations,Unacceptable,White
31-8713734,2/16/2022,Gabriel,Challice,Male,1/15/1971,1,0,,0,0,0,Support,Nigeria,Toungo,6,Meets Expectations,Exceeds Expectations,Arab
33-4206857,4/24/2020,Rossie,Bannard,Male,8/9/1972,1,0,,0,0,0,Legal,China,Tangping,4,Meets Expectations,Exceeds Expectations,Irish
45-4738662,9/25/2019,Renae,Danjoie,Bigender,11/20/1999,1,0,,1,0,0,Product Management,Russia,Ivanovo,5,Outstanding,Meets Expectations,African
75-3369374,5/2/2021,Parsifal,Eckersley,Male,12/21/1999,1,0,,1,0,0,Business Development,Chad,Bokoro,2,Meets Expectations,Unacceptable,Arab
73-0090622,12/10/2020,Chaunce,Hugo,Male,1/11/1973,1,1,3/5/2020,0,1,0,Services,Canada,Notre-Dame-des-Prairies,5,Unacceptable,Outstanding,Indian
90-8911998,5/13/2022,Windham,Dore,Genderfluid,10/22/1957,1,0,,0,0,0,Support,Greece,Vlycháda,2,Unacceptable,Meets Expectations,Bangladeshi
30-5089372,5/25/2022,Cam,Pree,Male,3/10/1987,1,0,,0,0,0,Engineering,China,Yangshufang,3,Exceeds Expectations,Meets Expectations,African
47-9853367,8/16/2021,Morrie,Gatheridge,Female,9/19/1980,1,0,,1,0,0,Legal,Venezuela,Aricagua,3,Unacceptable,Meets Expectations,White
48-4417056,3/10/2019,Merci,Bessell,Female,9/14/1982,1,1,1/14/2021,1,1,0,Research and Development,Canada,Ottawa,9,Outstanding,Unacceptable,White 
71-9437505,6/22/2019,Miles,McSherry,Male,2/12/1957,1,0,,0,0,0,Sales,Zimbabwe,Mazowe,5,Exceeds Expectations,Unacceptable,White
08-0366238,4/19/2019,Shepard,Edgworth,Male,5/12/1999,1,1,6/8/2019,0,0,1,Support,China,Kunyang,10,Needs Improvement,Unacceptable,Chinese
88-4809981,3/30/2020,Ty,De la Yglesias,Male,3/2/1969,1,1,9/13/2019,0,1,0,Support,China,Minle,8,Exceeds Expectations,Needs Improvement,Pakistani
62-8593205,10/30/2020,Ravi,Doiley,Agender,11/1/1996,1,0,,0,0,0,Support,Mongolia,Bürenhayrhan,8,Meets Expectations,Meets Expectations,White
37-5502309,2/14/2020,Christye,Colerick,Female,1/20/1991,1,0,,0,0,0,Business Development,Sweden,Ellös,10,Needs Improvement,Needs Improvement,Indian
25-7013873,12/9/2019,Dacy,Cloney,Agender,4/28/1951,1,0,,1,0,0,Services,Brazil,Itanhaém,8,Meets Expectations,Unacceptable,Pakistani
00-7652756,12/12/2020,Anabal,McAnulty,Female,8/12/1952,1,0,,0,0,0,Business Development,Uganda,Sembabule,3,Meets Expectations,Exceeds Expectations,Bangladeshi
17-6661697,8/8/2022,Ethelda,MacPeice,Female,1/8/2002,1,0,,1,0,0,Marketing,Russia,Ishkhoy-Yurt,6,Meets Expectations,Meets Expectations,Chinese
39-7428847,5/23/2019,Bertine,Jeffcock,Female,3/30/1995,1,0,,0,0,0,Marketing,Ukraine,Kyrylivka,8,Outstanding,Meets Expectations,African
29-2482855,2/16/2021,Lavinie,Slade,Female,11/10/1972,1,0,,1,0,0,Services,China,Dailing,8,Exceeds Expectations,Needs Improvement,Caribbean
74-3319610,1/22/2020,Billye,Batteson,Female,10/6/1992,1,0,,0,0,0,Legal,Indonesia,Kotes,8,Meets Expectations,Needs Improvement,White
98-2196224,6/18/2021,Micah,Tierney,Genderfluid,7/12/1978,1,0,,0,0,0,Support,Ukraine,Saky,5,Needs Improvement,Needs Improvement,Arab
35-9758924,8/4/2021,Brantley,Allardyce,Male,8/15/1992,1,0,,0,0,0,Marketing,China,Changfu,7,Outstanding,Exceeds Expectations,Irish
52-9638496,9/26/2019,Micah,Caunter,Male,3/22/1966,1,0,,1,0,0,Human Resources,France,Sainte-Geneviève-des-Bois,4,Meets Expectations,Meets Expectations,African
04-1831187,12/2/2021,Sylvester,Gemmill,Male,8/12/1993,1,0,,0,0,0,Human Resources,Colombia,Armenia,10,Unacceptable,Meets Expectations,Arab
32-0627220,1/1/2021,Olwen,Swaisland,Female,8/25/1989,1,0,,0,0,0,Legal,China,Kouzhen,3,Meets Expectations,Exceeds Expectations,Indian
54-5405248,2/27/2021,Cindi,Vernalls,Female,2/13/1985,1,0,,0,0,0,Marketing,Dominican Republic,Hostos,8,Meets Expectations,Meets Expectations,Bangladeshi
15-1662004,5/8/2022,Dollie,Ferro,Female,8/1/1980,1,0,,1,0,0,Engineering,China,Kuantian,10,Needs Improvement,Meets Expectations,African
05-5496223,7/11/2022,Trueman,Judgkins,Male,9/22/1989,1,0,,0,0,0,Training,China,Taoyuan,7,Unacceptable,Exceeds Expectations,White
21-1707849,7/17/2019,Rina,Christon,Female,12/19/1950,1,0,,1,0,0,Business Development,Mexico,Buenavista,3,Needs Improvement,Outstanding,White 
46-4176043,11/27/2020,Mandel,Webb-Bowen,Female,4/21/1996,1,0,,1,0,0,Legal,Malaysia,Kuala Lumpur,7,Unacceptable,Needs Improvement,White
29-7461538,12/13/2020,Nichols,Colbert,Male,1/15/1961,1,0,,0,0,0,Engineering,Russia,Krasnyye Chetai,9,Unacceptable,Meets Expectations,Chinese
98-2718300,5/1/2020,Leodora,Gheeraert,Female,8/10/1961,1,0,,0,0,0,Sales,China,Wan’an,3,Needs Improvement,Exceeds Expectations,Pakistani
91-2023297,10/15/2021,Mikey,Brumen,Male,6/14/1987,1,0,,1,0,0,Sales,Colombia,Ciénaga de Oro,10,Outstanding,Exceeds Expectations,White
21-8252926,1/27/2021,Kalindi,Hampe,Female,9/12/1954,1,0,,1,0,0,Marketing,Ireland,Gort,1,Needs Improvement,Outstanding,Indian
15-0071089,3/26/2019,Alikee,Lestrange,Female,3/14/1970,1,0,,1,0,0,Sales,Ireland,Templeogue,5,Unacceptable,Unacceptable,Pakistani
29-1145619,7/8/2020,Bink,Hammerberger,Male,3/15/1958,1,0,,1,0,0,Research and Development,China,Wanling,6,Needs Improvement,Needs Improvement,Bangladeshi
39-2035786,10/29/2021,Aldrich,Roke,Genderfluid,2/11/1976,1,0,,0,0,0,Business Development,Nigeria,Wamba,9,Exceeds Expectations,Exceeds Expectations,Chinese
08-0713210,3/21/2020,Powell,Pritty,Male,6/29/1973,1,0,,1,0,0,Human Resources,Gambia,No Kunda,6,Outstanding,Meets Expectations,African
30-7465947,5/6/2019,Cilka,Cardillo,Female,5/22/1953,1,0,,0,0,0,Marketing,Brazil,Santo Amaro da Imperatriz,7,Unacceptable,Outstanding,Caribbean
29-5868466,10/4/2019,Aron,Chelsom,Polygender,1/20/1972,1,1,8/28/2021,0,1,0,Sales,China,Chaoyang,10,Needs Improvement,Outstanding,White
95-6567127,3/21/2019,Roland,Skamell,Male,10/1/1970,1,0,,0,0,0,Business Development,China,Yangshufang,6,Exceeds Expectations,Outstanding,Arab
37-3638704,11/14/2021,Kerianne,McFarlane,Female,9/8/1980,1,1,10/12/2020,0,0,1,Marketing,Indonesia,Penggakrajeng,5,Outstanding,Outstanding,Irish
51-1108618,10/25/2019,Silvana,De la Yglesia,Female,9/16/1994,1,0,,0,0,0,Sales,Indonesia,Tengger,4,Needs Improvement,Outstanding,African
36-1849279,11/22/2019,Shanan,Bernardi,Male,1/18/1988,1,0,,0,0,0,Accounting,Pakistan,Bhopālwāla,10,Outstanding,Unacceptable,Arab
11-8950766,7/12/2020,Paton,Greenshields,Male,6/27/1965,1,0,,0,0,0,Accounting,Afghanistan,Cool űrhajó,7,Exceeds Expectations,Unacceptable,Indian
97-0336723,5/24/2020,Tani,Klimus,Female,5/20/1990,1,0,,0,0,0,Legal,China,Huyunxiang,10,Exceeds Expectations,Needs Improvement,Bangladeshi
74-7019259,6/2/2021,Clayborn,Mailes,Male,8/22/1960,1,0,,0,0,0,Support,France,Limoges,8,Unacceptable,Meets Expectations,African
92-8225523,9/13/2022,Kara-lynn,Pristnor,Female,1/19/1989,1,0,,0,0,0,Product Management,Sweden,Osby,7,Meets Expectations,Needs Improvement,White
34-0084633,6/29/2022,Magnum,Philipart,Male,6/2/1973,1,0,,1,0,0,Services,Poland,Rybarzowice,2,Meets Expectations,Meets Expectations,White 
03-2791772,1/13/2020,Zak,Whitwell,Male,12/24/1968,1,1,12/8/2022,1,0,1,Services,Madagascar,Antalaha,1,Needs Improvement,Unacceptable,White
13-1184384,9/10/2021,Morgan,Varndell,Male,9/24/1973,1,0,,1,0,0,Product Management,Spain,Sant Cugat Del Valles,8,Exceeds Expectations,Unacceptable,Chinese
79-4584821,9/30/2021,Nels,Byrnes,Male,6/2/1966,1,0,,0,0,0,Legal,Norway,Oslo,1,Meets Expectations,Needs Improvement,Pakistani
70-3510850,10/17/2021,Pinchas,Burd,Male,9/14/1952,1,0,,0,0,0,Business Development,Indonesia,Lengor,8,Unacceptable,Needs Improvement,White
82-5604458,5/9/2022,Ardella,Swanger,Genderqueer,12/14/1974,1,0,,1,0,0,Accounting,Poland,Kup,1,Meets Expectations,Exceeds Expectations,Chinese
08-6316691,11/27/2019,Franciskus,O'Callaghan,Male,2/22/1979,1,0,,1,0,0,Legal,Sweden,Karlskrona,2,Exceeds Expectations,Needs Improvement,Pakistani
96-0858838,12/28/2020,Stephana,Edgler,Female,8/5/1963,1,0,,0,0,0,Legal,Ukraine,Kuchurhan,10,Outstanding,Meets Expectations,White
52-4369071,10/26/2019,Ward,Bodocs,Male,12/15/1995,1,0,,0,0,0,Human Resources,Nicaragua,San Juan de Limay,8,Exceeds Expectations,Exceeds Expectations,Indian
92-7399655,8/27/2019,Mitchell,Douche,Genderfluid,5/21/1951,1,0,,1,0,0,Services,China,Xinghe Chengguanzhen,7,Unacceptable,Meets Expectations,Pakistani
39-7466560,3/9/2022,Flem,Pantecost,Male,5/29/1977,1,0,,1,0,0,Business Development,China,Jinhui,9,Unacceptable,Outstanding,Bangladeshi
92-4202551,5/6/2020,Arron,Aven,Male,12/16/1992,1,0,,1,0,0,Research and Development,Philippines,Pandakan,3,Exceeds Expectations,Outstanding,Chinese
03-2757154,12/7/2020,Rasla,Ludlom,Female,9/21/1994,1,0,,1,0,0,Engineering,China,Ezhou,2,Meets Expectations,Needs Improvement,African
05-7764402,9/15/2021,Vernon,Bissex,Male,2/11/1959,1,0,,0,0,0,Research and Development,Portugal,Póvoa,8,Meets Expectations,Needs Improvement,Caribbean
44-4068203,9/17/2021,Gerri,Tomczynski,Female,8/14/1961,1,0,,0,0,0,Accounting,Mexico,Loma Bonita,10,Meets Expectations,Exceeds Expectations,White
45-1512396,4/15/2020,Stan,Darlow,Male,11/30/1961,1,0,,0,0,0,Accounting,Tanzania,Usevia,10,Outstanding,Meets Expectations,Arab
20-2903470,6/26/2022,Rora,Oxton,Female,6/23/1979,1,0,,0,0,0,Accounting,Namibia,Omaruru,1,Unacceptable,Needs Improvement,Irish
09-4799048,3/16/2020,Loreen,Vowell,Female,9/5/1988,1,0,,1,0,0,Services,New Zealand,Waitangi,5,Meets Expectations,Meets Expectations,African
57-0745536,11/26/2020,Pennie,Croutear,Female,12/24/1959,1,0,,0,0,0,Legal,Russia,Demyansk,3,Exceeds Expectations,Needs Improvement,Arab
21-6019937,5/11/2021,Germaine,Van Schafflaer,Male,9/26/1955,1,0,,0,0,0,Engineering,Greece,Perivóli,4,Outstanding,Exceeds Expectations,Indian
68-8460698,11/2/2020,Hilary,Stracey,Female,9/9/1977,1,0,,1,0,0,Engineering,Portugal,Gondomar,6,Exceeds Expectations,Exceeds Expectations,Bangladeshi
80-0666259,9/9/2020,Reiko,Du Plantier,Female,9/11/1955,1,0,,0,0,0,Training,Indonesia,Cipatujah,2,Exceeds Expectations,Exceeds Expectations,African
94-8849463,12/18/2019,Micah,Worg,Male,4/7/1967,1,0,,0,0,0,Sales,China,Ditang,8,Exceeds Expectations,Meets Expectations,White
56-2701822,4/14/2022,Randell,Cahen,Male,12/10/1992,1,0,,0,0,0,Human Resources,China,Zhongcheng,5,Outstanding,Unacceptable,White 
60-4866524,11/30/2020,Corry,Gillespey,Genderqueer,2/5/1978,1,0,,0,0,0,Business Development,Serbia,Klenak,6,Outstanding,Meets Expectations,White
95-1618787,4/24/2020,Pegeen,McGirl,Polygender,9/26/1980,1,0,,1,0,0,Business Development,Peru,Rosaspata,1,Exceeds Expectations,Meets Expectations,Chinese
69-6258912,9/13/2020,Benni,Trousdale,Genderfluid,9/10/1978,1,0,,0,0,0,Business Development,Sweden,Boden,8,Outstanding,Exceeds Expectations,Pakistani
11-1326118,11/20/2020,Flory,Ondricek,Male,3/24/1959,1,0,,1,0,0,Sales,Malaysia,Kuching,4,Needs Improvement,Meets Expectations,White
30-6560729,6/6/2019,Moyna,Genever,Female,5/11/2000,1,0,,1,0,0,Marketing,Indonesia,Banyuresmi,6,Unacceptable,Outstanding,Indian
54-5897118,8/30/2021,Freemon,Willmot,Male,6/26/1971,1,0,,0,0,0,Sales,Russia,Koksovyy,10,Exceeds Expectations,Exceeds Expectations,Pakistani
83-6116697,7/1/2022,Rolph,Buddle,Male,2/22/1995,1,0,,1,0,0,Services,Somalia,Oodweyne,9,Meets Expectations,Unacceptable,Bangladeshi
66-5813290,4/9/2022,Storm,Winsley,Polygender,1/16/1965,1,0,,0,0,0,Training,Zambia,Monze,6,Outstanding,Unacceptable,Chinese
25-0878440,12/20/2020,Heda,Webling,Female,11/28/1989,1,0,,1,0,0,Training,Brazil,Chã Grande,10,Meets Expectations,Needs Improvement,African
81-8857034,9/25/2022,Brandon,Mateos,Genderfluid,11/14/1981,1,0,,1,0,0,Marketing,South Africa,Tembisa,2,Needs Improvement,Meets Expectations,Caribbean
27-0352852,7/25/2019,Harold,Kliemke,Male,10/10/1994,1,0,,0,0,0,Support,Morocco,Arazane,4,Unacceptable,Outstanding,White
63-4193617,11/18/2021,Kirk,Hemstead,Male,1/20/1953,1,1,8/20/2021,1,0,1,Sales,Mexico,Buenos Aires,7,Meets Expectations,Exceeds Expectations,Arab
17-5702130,1/16/2021,Godfree,Tinker,Male,7/17/1990,1,0,,0,0,0,Support,Russia,Sergach,4,Needs Improvement,Meets Expectations,Irish
13-7160649,8/13/2022,Jessalyn,Northill,Female,7/31/1969,1,0,,0,0,0,Research and Development,Philippines,Jabonga,6,Unacceptable,Needs Improvement,African
56-5803872,3/14/2019,Jarrod,Klimochkin,Male,9/3/2001,1,0,,0,0,0,Research and Development,China,Guandiping,10,Meets Expectations,Meets Expectations,Arab
17-7598225,8/30/2022,Trent,Olsen,Male,4/26/1966,1,0,,1,0,0,Training,China,Huazhou,3,Needs Improvement,Exceeds Expectations,Indian
32-7367326,2/17/2021,Micky,Meates,Male,12/31/1998,1,0,,1,0,0,Research and Development,Indonesia,Cilangla,3,Unacceptable,Unacceptable,Bangladeshi
21-7822939,8/4/2021,Jen,Baiyle,Non-binary,7/2/1991,1,0,,0,0,0,Engineering,Portugal,Cochadas,7,Meets Expectations,Unacceptable,African
